Nom de la gare;Nom de la gare;Code UIC;Code postal;Segmentation DRG;Total Voyageurs 2022;Total Voyageurs + Non voyageurs 2022;Total Voyageurs 2021;Total Voyageurs + Non voyageurs 2021;Total Voyageurs 2020;Total Voyageurs + Non voyageurs 2020;Total Voyageurs 2019;Total Voyageurs + Non voyageurs 2019;Total Voyageurs 2018;Total Voyageurs + Non voyageurs 2018;Total Voyageurs 2017;Total Voyageurs + Non voyageurs 2017;Total Voyageurs 2016;Total Voyageurs + Non voyageurs 2016;Total Voyageurs 2015;Total Voyageurs + Non voyageurs 2015;Code Postal
Ingersheim Cité Scolaire;;;;;;;;;;;;;;;;;;;;;
Ingwiller;;;;;;;;;;;;;;;;;;;;;
Issoire;;;;;;;;;;;;;;;;;;;;;
Issy Val de Seine;;;;;;;;;;;;;;;;;;;;;
Iteuil;;;;;;;;;;;;;;;;;;;;;
Jeumont;;;;;;;;;;;;;;;;;;;;;
Joigny;;;;;;;;;;;;;;;;;;;;;
Jonchery-sur-Vesle;;;;;;;;;;;;;;;;;;;;;
Jonzac;;;;;;;;;;;;;;;;;;;;;
Juan les Pins;;;;;;;;;;;;;;;;;;;;;
Juvisy-sur-Orge;;;;;;;;;;;;;;;;;;;;;
Kerhostin;;;;;;;;;;;;;;;;;;;;;
Keskastel;;;;;;;;;;;;;;;;;;;;;
Kogenheim;;;;;;;;;;;;;;;;;;;;;
Krimmeri Meinau;;;;;;;;;;;;;;;;;;;;;
La Bachellerie;;;;;;;;;;;;;;;;;;;;;
La Baule Les Pins;;;;;;;;;;;;;;;;;;;;;
La Chaize-le-Vicomte;;;;;;;;;;;;;;;;;;;;;
La Chapelle-Saint-Mesmin;;;;;;;;;;;;;;;;;;;;;
La Chapelle-sur-Loire;;;;;;;;;;;;;;;;;;;;;
La Charité-sur-Loire;;;;;;;;;;;;;;;;;;;;;
La Défense;;;;;;;;;;;;;;;;;;;;;
La Ferté-Bernard;;;;;;;;;;;;;;;;;;;;;
La Forest-Landerneau;;;;;;;;;;;;;;;;;;;;;
La Fresnais;;;;;;;;;;;;;;;;;;;;;
La Garenne-Colombes;;;;;;;;;;;;;;;;;;;;;
La Gorp;;;;;;;;;;;;;;;;;;;;;
La Guerche-sur-l'Aubois;;;;;;;;;;;;;;;;;;;;;
La Hisse;;;;;;;;;;;;;;;;;;;;;
La Hutte Coulombiers;;;;;;;;;;;;;;;;;;;;;
La Levade;;;;;;;;;;;;;;;;;;;;;
La Membrolle-sur-Choisille;;;;;;;;;;;;;;;;;;;;;
La Ménitré;;;;;;;;;;;;;;;;;;;;;
La Meyze;;;;;;;;;;;;;;;;;;;;;
La Pauline Hyères;;;;;;;;;;;;;;;;;;;;;
La Réole;;;;;;;;;;;;;;;;;;;;;
La Rochelle;;;;;;;;;;;;;;;;;;;;;
La Suze;;;;;;;;;;;;;;;;;;;;;
Lachaud Curmilhac;;;;;;;;;;;;;;;;;;;;;
Lacourtensourt;;;;;;;;;;;;;;;;;;;;;
Lafarge;;;;;;;;;;;;;;;;;;;;;
Laifour;;;;;;;;;;;;;;;;;;;;;
L'Aigle;;;;;;;;;;;;;;;;;;;;;
Laigneville;;;;;;;;;;;;;;;;;;;;;
Landivisiau;;;;;;;;;;;;;;;;;;;;;
Langeac;;;;;;;;;;;;;;;;;;;;;
Langogne;;;;;;;;;;;;;;;;;;;;;
L'Arbresle;;;;;;;;;;;;;;;;;;;;;
L'Ariane La Trinité;;;;;;;;;;;;;;;;;;;;;
Laval;;;;;;;;;;;;;;;;;;;;;
Le Bosquet;;;;;;;;;;;;;;;;;;;;;
Le Cendre - Orcet;;;;;;;;;;;;;;;;;;;;;
Le Chénay Gagny;;;;;;;;;;;;;;;;;;;;;
Le Coteau;;;;;;;;;;;;;;;;;;;;;
Le Dorat;;;;;;;;;;;;;;;;;;;;;
Le Genest-Saint-Isle;;;;;;;;;;;;;;;;;;;;;
Le Grand Jardin;;;;;;;;;;;;;;;;;;;;;
Le Havre Graville;;;;;;;;;;;;;;;;;;;;;
Le Péage-de-Roussillon;;;;;;;;;;;;;;;;;;;;;
Le Plessis Chenet;;;;;;;;;;;;;;;;;;;;;
Le Stade;;;;;;;;;;;;;;;;;;;;;
Le Theil-de-Bretagne;;;;;;;;;;;;;;;;;;;;;
Le Toec;;;;;;;;;;;;;;;;;;;;;
Le Tréport - Mers-les-Bains;;;;;;;;;;;;;;;;;;;;;
Le Verdon-sur-Mer;;;;;;;;;;;;;;;;;;;;;
Les Ardoines;;;;;;;;;;;;;;;;;;;;;
Les Boullereaux Champigny;;;;;;;;;;;;;;;;;;;;;
Les Coquetiers;;;;;;;;;;;;;;;;;;;;;
Les Églisottes-et-Chalaures;;;;;;;;;;;;;;;;;;;;;
Les Essarts-le-Roi;;;;;;;;;;;;;;;;;;;;;
Les Islettes;;;;;;;;;;;;;;;;;;;;;
Les Laumes Alésia;;;;;;;;;;;;;;;;;;;;;
Les Mais;;;;;;;;;;;;;;;;;;;;;
Les Ormes;;;;;;;;;;;;;;;;;;;;;
Les Pélerins;;;;;;;;;;;;;;;;;;;;;
Les Ramassiers;;;;;;;;;;;;;;;;;;;;;
Les Sables Blancs;;;;;;;;;;;;;;;;;;;;;
Les Yvris Noisy-le-Grand;;;;;;;;;;;;;;;;;;;;;
Lesparre-Médoc;;;;;;;;;;;;;;;;;;;;;
Lesseux - Frapelle;;;;;;;;;;;;;;;;;;;;;
L'Étang-la-Ville;;;;;;;;;;;;;;;;;;;;;
Lezennes;;;;;;;;;;;;;;;;;;;;;
Lézignan-Corbières;;;;;;;;;;;;;;;;;;;;;
Liart;;;;;;;;;;;;;;;;;;;;;
Ligugé;;;;;;;;;;;;;;;;;;;;;
Limeray;;;;;;;;;;;;;;;;;;;;;
Limoges Montjovis;;;;;;;;;;;;;;;;;;;;;
Limoux;;;;;;;;;;;;;;;;;;;;;
Lisieux;;;;;;;;;;;;;;;;;;;;;
L'Isle-Adam - Parmain;;;;;;;;;;;;;;;;;;;;;
L'Isle-sur-la-Sorgue - Fontaine-de-Vaucluse;;;;;;;;;;;;;;;;;;;;;
L'Isle-sur-le-Doubs;;;;;;;;;;;;;;;;;;;;;
L'Isthme;;;;;;;;;;;;;;;;;;;;;
Livry-sur-Seine;;;;;;;;;;;;;;;;;;;;;
Loison-sous-Lens;;;;;;;;;;;;;;;;;;;;;
Longjumeau;;;;;;;;;;;;;;;;;;;;;
Longueil-Sainte-Marie;;;;;;;;;;;;;;;;;;;;;
Longueville-sur-Scie;;;;;;;;;;;;;;;;;;;;;
Loos lez Lille;;;;;;;;;;;;;;;;;;;;;
Lothiers;;;;;;;;;;;;;;;;;;;;;
Lourches;;;;;;;;;;;;;;;;;;;;;
Louverné;;;;;;;;;;;;;;;;;;;;;
Luçon;;;;;;;;;;;;;;;;;;;;;
Lure;;;;;;;;;;;;;;;;;;;;;
Lussac-les-Châteaux;;;;;;;;;;;;;;;;;;;;;
Luttenbach-près-Munster;;;;;;;;;;;;;;;;;;;;;
Lyon Jean Macé;;;;;;;;;;;;;;;;;;;;;
Macau;;;;;;;;;;;;;;;;;;;;;
Mailly-la-Ville;;;;;;;;;;;;;;;;;;;;;
Malansac;;;;;;;;;;;;;;;;;;;;;
Malaunay - Le Houlme;;;;;;;;;;;;;;;;;;;;;
Mamirolle;;;;;;;;;;;;;;;;;;;;;
Manduel - Redessan;;;;;;;;;;;;;;;;;;;;;
Marchezais - Broué;;;;;;;;;;;;;;;;;;;;;
Margival;;;;;;;;;;;;;;;;;;;;;
Marquixanes;;;;;;;;;;;;;;;;;;;;;
Marsac;;;;;;;;;;;;;;;;;;;;;
Massiac - Blesle;;;;;;;;;;;;;;;;;;;;;
Mehun-sur-Yèvre;;;;;;;;;;;;;;;;;;;;;
Melun;;;;;;;;;;;;;;;;;;;;;
Ménil Flin;;;;;;;;;;;;;;;;;;;;;
Mesves - Bulcy;;;;;;;;;;;;;;;;;;;;;
Meyrargues;;;;;;;;;;;;;;;;;;;;;
Mézidon-Canon;;;;;;;;;;;;;;;;;;;;;
Milly-sur-Thérain;;;;;;;;;;;;;;;;;;;;;
Moirans La Galifette;;;;;;;;;;;;;;;;;;;;;
Monéteau - Gurgy;;;;;;;;;;;;;;;;;;;;;
Monistrol-d'Allier;;;;;;;;;;;;;;;;;;;;;
Monnerville;;;;;;;;;;;;;;;;;;;;;
Montaigut-le-Blanc;;;;;;;;;;;;;;;;;;;;;
Montbarrey;;;;;;;;;;;;;;;;;;;;;
Montdidier;;;;;;;;;;;;;;;;;;;;;
Monte-Carlo Country Club;;;;;;;;;;;;;;;;;;;;;
Montendre;;;;;;;;;;;;;;;;;;;;;
Montereau;;;;;;;;;;;;;;;;;;;;;
Montescourt-Lizerolles;;;;;;;;;;;;;;;;;;;;;
Monthermé;;;;;;;;;;;;;;;;;;;;;
Montigny-en-Ostrevent;;;;;;;;;;;;;;;;;;;;;
Montmélian;;;;;;;;;;;;;;;;;;;;;
Montpaon;;;;;;;;;;;;;;;;;;;;;
Montreuil-sur-Ille;;;;;;;;;;;;;;;;;;;;;
Morannes;;;;;;;;;;;;;;;;;;;;;
Morbier;;;;;;;;;;;;;;;;;;;;;
Moret - Veneux-les-Sablons;;;;;;;;;;;;;;;;;;;;;
Moreuil;;;;;;;;;;;;;;;;;;;;;
Morières-lès-Avignon;;;;;;;;;;;;;;;;;;;;;
Moulin Galant;;;;;;;;;;;;;;;;;;;;;
Munster Badischhof;;;;;;;;;;;;;;;;;;;;;
Muret;;;;;;;;;;;;;;;;;;;;;
Mussidan;;;;;;;;;;;;;;;;;;;;;
Nangis;;;;;;;;;;;;;;;;;;;;;
Nanteuil - Saâcy;;;;;;;;;;;;;;;;;;;;;
Naucelle;;;;;;;;;;;;;;;;;;;;;
Neau;;;;;;;;;;;;;;;;;;;;;
Nesle;;;;;;;;;;;;;;;;;;;;;
Neuillé-Pont-Pierre;;;;;;;;;;;;;;;;;;;;;
Neuilly-lès-Dijon;;;;;;;;;;;;;;;;;;;;;
Neuvic;;;;;;;;;;;;;;;;;;;;;
Nevers;;;;;;;;;;;;;;;;;;;;;
Niederbronn-les-Bains;;;;;;;;;;;;;;;;;;;;;
Nieppe;;;;;;;;;;;;;;;;;;;;;
Nîmes;;;;;;;;;;;;;;;;;;;;;
Nogent-sur-Seine;;;;;;;;;;;;;;;;;;;;;
Nogent-sur-Vernisson;;;;;;;;;;;;;;;;;;;;;
Nointel - Mours;;;;;;;;;;;;;;;;;;;;;
Nomain;;;;;;;;;;;;;;;;;;;;;
Nonancourt;;;;;;;;;;;;;;;;;;;;;
Obernai;;;;;;;;;;;;;;;;;;;;;
Oermingen;;;;;;;;;;;;;;;;;;;;;
Ondres;;;;;;;;;;;;;;;;;;;;;
Orange;;;;;;;;;;;;;;;;;;;;;
Orgon;;;;;;;;;;;;;;;;;;;;;
Orly Ville;;;;;;;;;;;;;;;;;;;;;
Orry-la-Ville - Coye;;;;;;;;;;;;;;;;;;;;;
Oudon;;;;;;;;;;;;;;;;;;;;;
Ourscamps;;;;;;;;;;;;;;;;;;;;;
Pagny-sur-Moselle;;;;;;;;;;;;;;;;;;;;;
Parc des Expositions;;;;;;;;;;;;;;;;;;;;;
Paris Bercy Bourgogne - Pays d'Auvergne;;;;;;;;;;;;;;;;;;;;;
Paris Est;;;;;;;;;;;;;;;;;;;;;
Paris Gare de Lyon;;;;;;;;;;;;;;;;;;;;;
Pavilly;;;;;;;;;;;;;;;;;;;;;
Penne-d'Agenais;;;;;;;;;;;;;;;;;;;;;
Penthièvre;;;;;;;;;;;;;;;;;;;;;
Périgueux;;;;;;;;;;;;;;;;;;;;;
Périgueux Saint-Georges;;;;;;;;;;;;;;;;;;;;;
Pérols-sur-Vézère;;;;;;;;;;;;;;;;;;;;;
Pers;;;;;;;;;;;;;;;;;;;;;
Persan - Beaumont;;;;;;;;;;;;;;;;;;;;;
Peyrehorade;;;;;;;;;;;;;;;;;;;;;
Pezou;;;;;;;;;;;;;;;;;;;;;
Pignans;;;;;;;;;;;;;;;;;;;;;
Plouharnel - Carnac;;;;;;;;;;;;;;;;;;;;;
Poix-Terron;;;;;;;;;;;;;;;;;;;;;
Pont d'Ardres;;;;;;;;;;;;;;;;;;;;;
Pont de Bois;;;;;;;;;;;;;;;;;;;;;
Pontchâteau;;;;;;;;;;;;;;;;;;;;;
Pont-Remy;;;;;;;;;;;;;;;;;;;;;
Pontrieux;;;;;;;;;;;;;;;;;;;;;
Pont-Sainte-Maxence;;;;;;;;;;;;;;;;;;;;;
Porta;;;;;;;;;;;;;;;;;;;;;
Portet Saint-Simon;;;;;;;;;;;;;;;;;;;;;
Pouilly-sur-Loire;;;;;;;;;;;;;;;;;;;;;
Pouxeux;;;;;;;;;;;;;;;;;;;;;
Provenchères-sur-Fave;;;;;;;;;;;;;;;;;;;;;
Pulligny - Autrey;;;;;;;;;;;;;;;;;;;;;
Puybrun;;;;;;;;;;;;;;;;;;;;;
Raismes;;;;;;;;;;;;;;;;;;;;;
Rang-du-Fliers - Verton - Berck;;;;;;;;;;;;;;;;;;;;;
Ranguin;;;;;;;;;;;;;;;;;;;;;
Raves - Ban-de-Laveline;;;;;;;;;;;;;;;;;;;;;
Réding;;;;;;;;;;;;;;;;;;;;;
Redon;;;;;;;;;;;;;;;;;;;;;
Régny;;;;;;;;;;;;;;;;;;;;;
Reims Maison Blanche;;;;;;;;;;;;;;;;;;;;;
Rémelfing;;;;;;;;;;;;;;;;;;;;;
Remise à Jorelle;;;;;;;;;;;;;;;;;;;;;
Rethel;;;;;;;;;;;;;;;;;;;;;
Revigny-sur-Ornain;;;;;;;;;;;;;;;;;;;;;
Rocamadour - Padirac;;;;;;;;;;;;;;;;;;;;;
Rochefort;;;;;;;;;;;;;;;;;;;;;
Rochy-Condé;;;;;;;;;;;;;;;;;;;;;
Rolleville;;;;;;;;;;;;;;;;;;;;;
Romans - Bourg-de-Péage;;;;;;;;;;;;;;;;;;;;;
Romilly-la-Puthenaye;;;;;;;;;;;;;;;;;;;;;
Rosa Parks;;;;;;;;;;;;;;;;;;;;;
Roumazières-Loubert;;;;;;;;;;;;;;;;;;;;;
Royat - Chamalières;;;;;;;;;;;;;;;;;;;;;
Rozières-sur-Mouzon;;;;;;;;;;;;;;;;;;;;;
Ruffey-lès-Echirey;;;;;;;;;;;;;;;;;;;;;
Rumilly;;;;;;;;;;;;;;;;;;;;;
Saales;;;;;;;;;;;;;;;;;;;;;
Saillagouse;;;;;;;;;;;;;;;;;;;;;
Saillans;;;;;;;;;;;;;;;;;;;;;
Saint-Amour;;;;;;;;;;;;;;;;;;;;;
Saint-Antoine;;;;;;;;;;;;;;;;;;;;;
Saint-Aubin-sur-Scie;;;;;;;;;;;;;;;;;;;;;
Saint-Aunès;;;;;;;;;;;;;;;;;;;;;
Saint-Avold;;;;;;;;;;;;;;;;;;;;;
Saint-Chamas;;;;;;;;;;;;;;;;;;;;;
Saint-Chély-d'Apcher;;;;;;;;;;;;;;;;;;;;;
Saint-Clément - Laronxe;;;;;;;;;;;;;;;;;;;;;
Sainte-Anne;;;;;;;;;;;;;;;;;;;;;
Sainte-Bazeille;;;;;;;;;;;;;;;;;;;;;
Sainte-Geneviève-des-Bois;;;;;;;;;;;;;;;;;;;;;
Sainte-Lizaigne;;;;;;;;;;;;;;;;;;;;;
Saint-Étienne La Terrasse;;;;;;;;;;;;;;;;;;;;;
Saint-Florent-sur-Cher;;;;;;;;;;;;;;;;;;;;;
Saint-Gaudens;;;;;;;;;;;;;;;;;;;;;
Saint-Genouph;;;;;;;;;;;;;;;;;;;;;
Saint-Germain-du-Puy;;;;;;;;;;;;;;;;;;;;;
Saint-Gratien;;;;;;;;;;;;;;;;;;;;;
Saint-Jean-d'Angély;;;;;;;;;;;;;;;;;;;;;
Saint-Jean-Pied-de-Port;;;;;;;;;;;;;;;;;;;;;
Saint-Julien - Clénay;;;;;;;;;;;;;;;;;;;;;
Saint-Julien-en-Genevois;;;;;;;;;;;;;;;;;;;;;
Saint-Junien;;;;;;;;;;;;;;;;;;;;;
Saint-Laurent-du-Var;;;;;;;;;;;;;;;;;;;;;
Saint-Louis;;;;;;;;;;;;;;;;;;;;;
Saint-Louis La Chaussée;;;;;;;;;;;;;;;;;;;;;
Saint-Maixent-L'École;;;;;;;;;;;;;;;;;;;;;
Saint-Mariens - Saint-Yzan;;;;;;;;;;;;;;;;;;;;;
Saint-Mars-la-Brière;;;;;;;;;;;;;;;;;;;;;
Saint-Martin-Bellevue;;;;;;;;;;;;;;;;;;;;;
Saint-Martin-de-Crau;;;;;;;;;;;;;;;;;;;;;
Saint-Martin-du-Mont;;;;;;;;;;;;;;;;;;;;;
Saint-Martin-du-Vivier;;;;;;;;;;;;;;;;;;;;;
Saint-Martin-le-Beau;;;;;;;;;;;;;;;;;;;;;
Saint-Michel - Valloire;;;;;;;;;;;;;;;;;;;;;
Saint-Ouen-l'Aumône Liesse;;;;;;;;;;;;;;;;;;;;;
Saint-Paterne-Racan;;;;;;;;;;;;;;;;;;;;;
Saint-Péray;;;;;;;;;;;;;;;;;;;;;
Saint-Pierre-d'Albigny;;;;;;;;;;;;;;;;;;;;;
Saint-Pierre-de-Chignac;;;;;;;;;;;;;;;;;;;;;
Saint-Pierre-du-Vauvray;;;;;;;;;;;;;;;;;;;;;
Saint-Pierre-en-Faucigny;;;;;;;;;;;;;;;;;;;;;
Saint-Pierre-Quiberon;;;;;;;;;;;;;;;;;;;;;
Saint-Pol-de-Léon;;;;;;;;;;;;;;;;;;;;;
Saint-Priest-Taurion;;;;;;;;;;;;;;;;;;;;;
Saint-Rambert-en-Bugey;;;;;;;;;;;;;;;;;;;;;
Saint-Savinien;;;;;;;;;;;;;;;;;;;;;
Saint-Symphorien-de-Marmagne;;;;;;;;;;;;;;;;;;;;;
Saint-Thégonnec;;;;;;;;;;;;;;;;;;;;;
Sallanches - Combloux - Megève;;;;;;;;;;;;;;;;;;;;;
Salses-le-Château;;;;;;;;;;;;;;;;;;;;;
Sarre-Union;;;;;;;;;;;;;;;;;;;;;
Sartrouville;;;;;;;;;;;;;;;;;;;;;
Saubusse;;;;;;;;;;;;;;;;;;;;;
Saujon;;;;;;;;;;;;;;;;;;;;;
Sauto;;;;;;;;;;;;;;;;;;;;;
Sedan;;;;;;;;;;;;;;;;;;;;;
Sées;;;;;;;;;;;;;;;;;;;;;
Selles-Saint-Denis;;;;;;;;;;;;;;;;;;;;;
Senozan;;;;;;;;;;;;;;;;;;;;;
Sessenheim;;;;;;;;;;;;;;;;;;;;;
Seurre;;;;;;;;;;;;;;;;;;;;;
Sévérac-d'Aveyron;;;;;;;;;;;;;;;;;;;;;
Seyssel - Corbonod;;;;;;;;;;;;;;;;;;;;;
Soissons;;;;;;;;;;;;;;;;;;;;;
Solignac - Le Vigen;;;;;;;;;;;;;;;;;;;;;
Sommery;;;;;;;;;;;;;;;;;;;;;
Sorgues - Châteauneuf-du-Pape;;;;;;;;;;;;;;;;;;;;;
Sospel;;;;;;;;;;;;;;;;;;;;;
Sous le Bois;;;;;;;;;;;;;;;;;;;;;
Steenbecque;;;;;;;;;;;;;;;;;;;;;
Steenwerck;;;;;;;;;;;;;;;;;;;;;
St-Eulien;;;;;;;;;;;;;;;;;;;;;
Strasbourg;;;;;;;;;;;;;;;;;;;;;
Tacoignières - Richebourg;;;;;;;;;;;;;;;;;;;;;
Tarare;;;;;;;;;;;;;;;;;;;;;
Tende;;;;;;;;;;;;;;;;;;;;;
Theillay;;;;;;;;;;;;;;;;;;;;;
Thenon;;;;;;;;;;;;;;;;;;;;;
Thézy-Glimont;;;;;;;;;;;;;;;;;;;;;
Thiennes;;;;;;;;;;;;;;;;;;;;;
Thomery;;;;;;;;;;;;;;;;;;;;;
Thouaré-sur-Loire;;;;;;;;;;;;;;;;;;;;;
Thouars;;;;;;;;;;;;;;;;;;;;;
Thuès Carença;;;;;;;;;;;;;;;;;;;;;
Tiercé;;;;;;;;;;;;;;;;;;;;;
Tincques;;;;;;;;;;;;;;;;;;;;;
Tonnay-Charente;;;;;;;;;;;;;;;;;;;;;
Torfou-Sèvremoine;;;;;;;;;;;;;;;;;;;;;
Tourcoing;;;;;;;;;;;;;;;;;;;;;
Tournemire - Roquefort;;;;;;;;;;;;;;;;;;;;;
Tracy - Sancerre;;;;;;;;;;;;;;;;;;;;;
Trégonneau - Squiffiec;;;;;;;;;;;;;;;;;;;;;
Trois-Puits;;;;;;;;;;;;;;;;;;;;;
Troyes;;;;;;;;;;;;;;;;;;;;;
Uchaud;;;;;;;;;;;;;;;;;;;;;
Ur - Les Escaldes;;;;;;;;;;;;;;;;;;;;;
Val-de-Reuil;;;;;;;;;;;;;;;;;;;;;
Valençay;;;;;;;;;;;;;;;;;;;;;
Valence;;;;;;;;;;;;;;;;;;;;;
Valence d'Agen;;;;;;;;;;;;;;;;;;;;;
Varennes-sur-Fouzon;;;;;;;;;;;;;;;;;;;;;
Varetz;;;;;;;;;;;;;;;;;;;;;
Vauboyen;;;;;;;;;;;;;;;;;;;;;
Vauzelles;;;;;;;;;;;;;;;;;;;;;
Velars-sur-Ouche;;;;;;;;;;;;;;;;;;;;;
Vendenheim;;;;;;;;;;;;;;;;;;;;;
Vendôme - Villiers-sur-Loir TGV;;;;;;;;;;;;;;;;;;;;;
Venerque - Vernet;;;;;;;;;;;;;;;;;;;;;
Vergèze - Codognan;;;;;;;;;;;;;;;;;;;;;
Vern-sur-Seiche;;;;;;;;;;;;;;;;;;;;;
Versailles Chantiers;;;;;;;;;;;;;;;;;;;;;
Vertaizon;;;;;;;;;;;;;;;;;;;;;
Vervins;;;;;;;;;;;;;;;;;;;;;
Veuves - Monteaux;;;;;;;;;;;;;;;;;;;;;
Veynes Dévoluy;;;;;;;;;;;;;;;;;;;;;
Vic-sur-Cère;;;;;;;;;;;;;;;;;;;;;
Vielmur-sur-Agout;;;;;;;;;;;;;;;;;;;;;
Vigeois;;;;;;;;;;;;;;;;;;;;;
Vigneux-sur-Seine;;;;;;;;;;;;;;;;;;;;;
Vignory;;;;;;;;;;;;;;;;;;;;;
Villefranche-sur-Cher;;;;;;;;;;;;;;;;;;;;;
Villefranque;;;;;;;;;;;;;;;;;;;;;
Villeneuve-lès-Maguelone;;;;;;;;;;;;;;;;;;;;;
Villeneuve-sur-Allier;;;;;;;;;;;;;;;;;;;;;
Villennes-sur-Seine;;;;;;;;;;;;;;;;;;;;;
Villers-Bretonneux;;;;;;;;;;;;;;;;;;;;;
Villers-Saint-Paul;;;;;;;;;;;;;;;;;;;;;
Villiers-en-Lieu;;;;;;;;;;;;;;;;;;;;;
Villiers-le-Bel - Gonesse - Arnouville;;;;;;;;;;;;;;;;;;;;;
Vincey;;;;;;;;;;;;;;;;;;;;;
Viry-Noureuil;;;;;;;;;;;;;;;;;;;;;
Vittel;;;;;;;;;;;;;;;;;;;;;
Vivonne;;;;;;;;;;;;;;;;;;;;;
Voivres-lès-le-Mans;;;;;;;;;;;;;;;;;;;;;
Voreppe;;;;;;;;;;;;;;;;;;;;;
Voves;;;;;;;;;;;;;;;;;;;;;
Wacquemoulin;;;;;;;;;;;;;;;;;;;;;
Walheim;;;;;;;;;;;;;;;;;;;;;
Wattignies - Templemars;;;;;;;;;;;;;;;;;;;;;
Wesserling;;;;;;;;;;;;;;;;;;;;;
Weyersheim;;;;;;;;;;;;;;;;;;;;;
Wingen-sur-Moder;;;;;;;;;;;;;;;;;;;;;
Wisches;;;;;;;;;;;;;;;;;;;;;
Wittelsheim;;;;;;;;;;;;;;;;;;;;;
Woincourt;;;;;;;;;;;;;;;;;;;;;
Xeuilley;;;;;;;;;;;;;;;;;;;;;
Ytrac;;;;;;;;;;;;;;;;;;;;;
Yvetot;;;;;;;;;;;;;;;;;;;;;
Abbaretz;;;;;;;;;;;;;;;;;;;;;
Ablon-sur-Seine;;;;;;;;;;;;;;;;;;;;;
Achères Grand Cormier;;;;;;;;;;;;;;;;;;;;;
Acheux - Franleu;;;;;;;;;;;;;;;;;;;;;
Aigrefeuille le Thou;;;;;;;;;;;;;;;;;;;;;
Aigueperse;;;;;;;;;;;;;;;;;;;;;
Aillevillers;;;;;;;;;;;;;;;;;;;;;
Ailly-sur-Somme;;;;;;;;;;;;;;;;;;;;;
Albias;;;;;;;;;;;;;;;;;;;;;
Albigny - Neuville;;;;;;;;;;;;;;;;;;;;;
Allée Royale T13;;;;;;;;;;;;;;;;;;;;;
Amplepuis;;;;;;;;;;;;;;;;;;;;;
Andelot-en-Montagne;;;;;;;;;;;;;;;;;;;;;
Angers Maître École;;;;;;;;;;;;;;;;;;;;;
Angerville;;;;;;;;;;;;;;;;;;;;;
Anzeling;;;;;;;;;;;;;;;;;;;;;
Arbanats;;;;;;;;;;;;;;;;;;;;;
Arc-et-Senans;;;;;;;;;;;;;;;;;;;;;
Arcy-sur-Cure;;;;;;;;;;;;;;;;;;;;;
Argenteuil;;;;;;;;;;;;;;;;;;;;;
Argenton-sur-Creuse;;;;;;;;;;;;;;;;;;;;;
Arles;;;;;;;;;;;;;;;;;;;;;
Arnage;;;;;;;;;;;;;;;;;;;;;
Arrou;;;;;;;;;;;;;;;;;;;;;
Aubazines - Saint-Hilaire;;;;;;;;;;;;;;;;;;;;;
Aubiat;;;;;;;;;;;;;;;;;;;;;
Aubigny-au-Bac;;;;;;;;;;;;;;;;;;;;;
Aubrives;;;;;;;;;;;;;;;;;;;;;
Auch;;;;;;;;;;;;;;;;;;;;;
Auray;;;;;;;;;;;;;;;;;;;;;
Auterive;;;;;;;;;;;;;;;;;;;;;
Auxonne;;;;;;;;;;;;;;;;;;;;;
Avord;;;;;;;;;;;;;;;;;;;;;
Avoudrey;;;;;;;;;;;;;;;;;;;;;
Aytré Plage;;;;;;;;;;;;;;;;;;;;;
Azay-le-Rideau;;;;;;;;;;;;;;;;;;;;;
Azerailles;;;;;;;;;;;;;;;;;;;;;
Babinière;;;;;;;;;;;;;;;;;;;;;
Bagneaux-sur-Loing;;;;;;;;;;;;;;;;;;;;;
Bagnols-sur-Cèze;;;;;;;;;;;;;;;;;;;;;
Balsièges Bourg;;;;;;;;;;;;;;;;;;;;;
Bannalec;;;;;;;;;;;;;;;;;;;;;
Bantzenheim;;;;;;;;;;;;;;;;;;;;;
Barenton-Bugny;;;;;;;;;;;;;;;;;;;;;
Bas Évette;;;;;;;;;;;;;;;;;;;;;
Bassens;;;;;;;;;;;;;;;;;;;;;
Bayard;;;;;;;;;;;;;;;;;;;;;
Bayon;;;;;;;;;;;;;;;;;;;;;
Bayonne;;;;;;;;;;;;;;;;;;;;;
Baziège;;;;;;;;;;;;;;;;;;;;;
Beautiran;;;;;;;;;;;;;;;;;;;;;
Beauvoir-sur-Niort;;;;;;;;;;;;;;;;;;;;;
Bédarieux;;;;;;;;;;;;;;;;;;;;;
Belfort;;;;;;;;;;;;;;;;;;;;;
Bena Fanes;;;;;;;;;;;;;;;;;;;;;
Bénestroff;;;;;;;;;;;;;;;;;;;;;
Bernay;;;;;;;;;;;;;;;;;;;;;
Béziers;;;;;;;;;;;;;;;;;;;;;
Biache-Saint-Vaast;;;;;;;;;;;;;;;;;;;;;
Biarritz;;;;;;;;;;;;;;;;;;;;;
Bièvres;;;;;;;;;;;;;;;;;;;;;
Bischoffsheim;;;;;;;;;;;;;;;;;;;;;
Boisset;;;;;;;;;;;;;;;;;;;;;
Boissy-l'Aillerie;;;;;;;;;;;;;;;;;;;;;
Bolquère - Eyne;;;;;;;;;;;;;;;;;;;;;
Bondy;;;;;;;;;;;;;;;;;;;;;
Bonnemain;;;;;;;;;;;;;;;;;;;;;
Boran-sur-Oise;;;;;;;;;;;;;;;;;;;;;
Boulainvilliers;;;;;;;;;;;;;;;;;;;;;
